100000 1
3.401877 -1.056171 
4.116474 -3.024486 
-2.222253 0.539700 
-1.352155 0.134009 
1.357117 2.172970 
-4.836994 -2.571132 
-3.433209 -0.990556 
4.989245 -2.817431 
1.126398 -2.039684 
-0.064170 4.727750 
0.267450 2.699139 
-2.166853 -1.475416 
-4.302447 4.493270 
-3.077862 1.632269 
-4.358287 -4.799769 
-2.617201 4.706341 
-2.333343 0.397604 
0.125354 1.677238 
-0.623624 4.318351 
-2.157066 2.385343 
1.878614 -3.340258 
3.292011 -1.696629 
-1.496398 1.866699 
1.573040 3.586763 
-1.015633 3.147669 
-0.175093 -2.841750 
-3.523400 3.810622 
1.195965 -2.189406 
-0.529664 -2.738934 
0.564438 -0.834987 
-3.968288 -3.739247 
4.847517 4.350040 
2.497709 -1.313365 
0.844885 -2.555873 
-3.745251 2.934704 
-4.254702 4.501040 
-3.237894 -2.599376 
1.565636 4.674051 
-4.065195 -3.650976 
-4.300936 -2.953449 
0.733186 2.555809 
4.999936 -2.956714 
4.977990 -4.459424 
-4.958384 4.230691 
-3.368685 -1.083098 
-1.409046 0.524850 
1.873874 -4.003599 
-1.957048 4.922285 
2.478093 1.289099 
3.332386 4.253765 
4.794341 2.438112 
1.668803 -0.027415 
3.889487 -4.230053 
1.294797 -2.708630 
-1.712229 -2.685720 
-2.763436 1.511321 
-2.199580 0.461069 
-0.285166 0.925399 
-1.636489 3.476844 
-1.550570 0.984813 
1.754760 -0.170497 
2.120873 -3.174442 
-0.860163 1.959838 
-1.528841 -3.153775 
2.307293 -1.716256 
4.209144 1.847565 
0.324410 -4.123564 
1.861249 -4.062598 
0.766905 0.932115 
2.757673 -2.116206 
4.843632 -4.964214 
-3.117990 -0.635030 
2.648714 1.990754 
-1.161680 2.742735 
3.619171 -2.964518 
-2.027116 4.049325 
-0.018561 0.761995 
3.645790 -0.076012 
-0.040226 -2.089467 
2.275503 -3.609418 
3.381336 2.242520 
-0.014745 -3.787412 
-1.751930 4.318953 
3.368278 3.181276 
-1.056728 1.588312 
-3.487700 -4.274550 
-1.364017 -2.117305 
-0.726723 4.344947 
1.587467 2.617778 
3.830366 1.256653 
0.575606 -0.738006 
-2.556730 -1.739865 
4.848446 -1.617571 
-0.892121 -4.945914 
-2.063219 -3.853322 
-4.508376 -0.508949 
-2.891171 -0.261060 
-4.004407 -1.171041 
3.090953 -3.682979 
-0.422844 2.808683 
-3.808887 0.896367 
0.950453 -1.380832 
-0.234154 -3.301797 
1.189254 0.961962 
-4.299098 -4.011626 
-0.182666 -2.745091 
-1.428069 3.782777 
