2 1000 0
5.000000 0.000000 
-5.000000 0.000000 
4.999999 0.002236 
-4.999999 -0.002236 
4.999997 0.004472 
-4.999997 -0.004472 
4.999994 0.006708 
-4.999994 -0.006708 
4.999990 0.008944 
-4.999990 -0.008944 
4.999986 0.011180 
-4.999986 -0.011180 
4.999979 0.013416 
-4.999979 -0.013416 
4.999972 0.015652 
-4.999972 -0.015652 
4.999964 0.017889 
-4.999964 -0.017889 
4.999955 0.020125 
-4.999955 -0.020125 
4.999945 0.022361 
-4.999945 -0.022361 
4.999934 0.024597 
-4.999934 -0.024597 
4.999922 0.026833 
-4.999922 -0.026833 
4.999909 0.029069 
-4.999909 -0.029069 
4.999896 0.031305 
-4.999896 -0.031305 
4.999881 0.033541 
-4.999881 -0.033541 
4.999865 0.035777 
-4.999865 -0.035777 
4.999847 0.038013 
-4.999847 -0.038013 
4.999829 0.040249 
-4.999829 -0.040249 
4.999810 0.042485 
-4.999810 -0.042485 
4.999790 0.044721 
-4.999790 -0.044721 
4.999769 0.046957 
-4.999769 -0.046957 
4.999747 0.049193 
-4.999747 -0.049193 
4.999724 0.051429 
-4.999724 -0.051429 
4.999701 0.053665 
-4.999701 -0.053665 
4.999676 0.055901 
-4.999676 -0.055901 
4.999650 0.058136 
-4.999650 -0.058136 
4.999622 0.060372 
-4.999622 -0.060372 
4.999594 0.062608 
-4.999594 -0.062608 
4.999565 0.064844 
-4.999565 -0.064844 
4.999535 0.067080 
-4.999535 -0.067080 
4.999504 0.069316 
-4.999504 -0.069316 
4.999472 0.071552 
-4.999472 -0.071552 
4.999439 0.073788 
-4.999439 -0.073788 
4.999405 0.076023 
-4.999405 -0.076023 
4.999371 0.078259 
-4.999371 -0.078259 
4.999335 0.080495 
-4.999335 -0.080495 
4.999298 0.082731 
-4.999298 -0.082731 
4.999259 0.084966 
-4.999259 -0.084966 
4.999220 0.087202 
-4.999220 -0.087202 
4.999180 0.089438 
-4.999180 -0.089438 
4.999139 0.091674 
-4.999139 -0.091674 
4.999097 0.093909 
-4.999097 -0.093909 
4.999054 0.096145 
-4.999054 -0.096145 
4.999011 0.098381 
-4.999011 -0.098381 
4.998966 0.100616 
-4.998966 -0.100616 
4.998920 0.102852 
-4.998920 -0.102852 
4.998873 0.105087 
-4.998873 -0.105087 
4.998825 0.107323 
-4.998825 -0.107323 
4.998775 0.109559 
-4.998775 -0.109559 
4.998725 0.111794 
-4.998725 -0.111794 
4.998674 0.114030 
-4.998674 -0.114030 
4.998622 0.116265 
-4.998622 -0.116265 
4.998569 0.118501 
-4.998569 -0.118501 
4.998516 0.120736 
-4.998516 -0.120736 
4.998461 0.122971 
-4.998461 -0.122971 
4.998405 0.125207 
-4.998405 -0.125207 
4.998348 0.127442 
-4.998348 -0.127442 
4.998290 0.129677 
-4.998290 -0.129677 
4.998230 0.131913 
-4.998230 -0.131913 
4.998170 0.134148 
-4.998170 -0.134148 
4.998109 0.136383 
-4.998109 -0.136383 
4.998047 0.138618 
-4.998047 -0.138618 
4.997984 0.140854 
-4.997984 -0.140854 
4.997921 0.143089 
-4.997921 -0.143089 
4.997856 0.145324 
-4.997856 -0.145324 
4.997790 0.147559 
-4.997790 -0.147559 
4.997723 0.149794 
-4.997723 -0.149794 
4.997655 0.152029 
-4.997655 -0.152029 
4.997586 0.154264 
-4.997586 -0.154264 
4.997516 0.156499 
-4.997516 -0.156499 
4.997445 0.158734 
-4.997445 -0.158734 
4.997373 0.160969 
-4.997373 -0.160969 
4.997300 0.163204 
-4.997300 -0.163204 
4.997226 0.165439 
-4.997226 -0.165439 
4.997151 0.167674 
-4.997151 -0.167674 
4.997075 0.169908 
-4.997075 -0.169908 
4.996998 0.172143 
-4.996998 -0.172143 
4.996920 0.174378 
-4.996920 -0.174378 
4.996841 0.176613 
-4.996841 -0.176613 
4.996761 0.178847 
-4.996761 -0.178847 
4.996680 0.181082 
-4.996680 -0.181082 
4.996598 0.183316 
-4.996598 -0.183316 
4.996515 0.185551 
-4.996515 -0.185551 
4.996431 0.187786 
-4.996431 -0.187786 
4.996346 0.190020 
-4.996346 -0.190020 
4.996260 0.192254 
-4.996260 -0.192254 
